Product Category*,Product Subcategory*,Product Name*,Brand Name*,Variant Name,Product Form*,Net Quantity*,Net Quantity Unit*,Serving Size*,Serving Size Unit*,Age Group*,Veg / Non-Veg Indicator*,Allergen Information*,Nutritional Information Table,Active Ingredients*,Additives / Preservatives*,Product Claims*,Warnings / Precautions*,Product Description*,Storage Condition*,Manufacturer Name*,Country of Origin*,Certifications / Compliance*,Pack Type,Unit Per Pack,Number Of Packs,Pack Size (Auto),Minimum Order Qty*,Max Order Qty*,Batch Number*,Manufacturing Date*,Expiry Date*,Stock Quantity*,Date of Entry*,MRP (INR)*,Selling Price(INR)*,Discount %,GST %,HSN Code*,Additional Discount,,,,,,,Additional Discount (Optional),,,,,,,Additional Discount (Optional),,,,,,,Additional Discount (Optional),,,,,,,Product Image URL*
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slab,Minimum Purchase Quantity, Discount percentage,Effective Start Date,Effective Start Time,Effective End Date,Effective End Time,Slab,Minimum Purchase Quantity, Discount percentage,Effective Start Date,Effective Start Time,Effective End Date,Effective End Time,Slab,Minimum Purchase Quantity, Discount percentage,Effective Start Date,Effective Start Time,Effective End Date,Effective End Time,Slab,Minimum Purchase Quantity, Discount percentage,Effective Start Date,Effective Start Time,Effective End Date,Effective End Time,
